"File","Coder","Coded","Id","Codename","Coded_Memo","Category"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","P4: Dinheiro.","ctid:1","01 Riqueza material","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","P6: Eu acho que norteia os princípios, de dignidade humana, no que tange a uma qualidade de vida, né? Você ter o pouco para você conseguir sobreviver, para você conseguir se alimentar bem, se vestir, morar num bairro legal, com saneamento básico, com esgoto, com eletricidade. Isso, para mim, trata-se de riqueza. Não somente falando em dinheiro em espécie, mas no básico que norteia a dignidade da pessoa humana.","ctid:7","01 Riqueza material","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","PN: Imóveis. ","ctid:15","01 Riqueza material","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","PN: O carro.","ctid:24","01 Riqueza material","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","PN: Sim P7: Esse pessoal de lá que eu estou falando, eles ficaram ricos. Entendeu? Então...M: Esse que anda com chinelo?P7: É. Mora... Tem apartamento na Barra... Tá alugado... Para você entender... Tem apartamento na Barra, tá alugado e mora no Jardim América. Sete... Oito casas no Jardim América, que não é um bairro, assim, muito ruim, entendeu? É um bairro mais ou menos. Tem umas oito casas no Jardim América, tem uns seis ou sete galpões também.","ctid:44","01 Riqueza material","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","M: Então a riqueza envolve muito mais dinheiro?   (00:17:23)P4: Muito dinheiro. P6: A riqueza envolve bens. M: Bens?P6: Bens, propriedades, respaldo.","ctid:65","01 Riqueza material","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","P7: Qualidade de vida também. Quanto melhor... Quanto melhor a quantia... O valor de renda, do salário, melhor a qualidade de vida. ","ctid:4","02 Riqueza - definições IMateriais","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","P2: Sem preocupação. Aquela preocupação de pagar a conta, se o dinheiro vai dar, assim, e aí as compras acabam no meio do mês e não tem mais dinheiro. Eu acho que esse perrengue, riqueza é uma coisa que não passa por isso. M: Ausência do perrengue.P2: É. [risos]","ctid:5","02 Riqueza - definições IMateriais","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","P6: Eu acho que norteia os princípios, de dignidade humana, no que tange a uma qualidade de vida, né? Você ter o pouco para você conseguir sobreviver, para você conseguir se alimentar bem, se vestir, morar num bairro legal, com saneamento básico, com esgoto, com eletricidade. Isso, para mim, trata-se de riqueza. Não somente falando em dinheiro em espécie, mas no básico que norteia a dignidade da pessoa humana.","ctid:6","02 Riqueza - definições IMateriais","","00 Riqueza"
"Grupo 2 - Pobres - Brancos - 24-05-2024.docx","Olga","P3: É, entendeu? Aí tem uma diferença, porque aí, tipo assim, uma hora acaba, né? E quem produz, assim, entendeu? Que ele investiu em alguma coisa, teve cabeça, sabedoria. E o outro... Essas duas [inc.]  M: Dois? Mas no teu caso, você tá falando dois tipos de rico? São ricos.  P3: É. Isso.","ctid:11","02 Riqueza - definições IMateriais","","00 Riqueza"
