"File","Coder","Coded","Id","Codename","Coded_Memo","Category"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P8: Olha, riqueza é uma coisa bem complicada, né? Você pode ser rico em saúde, você pode ser rico em dinheiro, você pode ser rico de alegria, pode ser rico de felicidade, porém o senso comum diz que a riqueza é aquela pessoa que tem o dinheiro, né? É confortável, tem uma casa boa, um plano de saúde legal. Você tem o teu dinheiro... Você consegue... Todas aquelas necessidades que você precisa e um pouquinho mais.","ctid:3002","01 Riqueza material","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P7: Riqueza, eu atribuo ao financeiro mesmo, né?   M: A gente vai conversar a noite inteira. Vamos só dar, assim, umas duas palavras. Então para você é dinheiro?   P7: É, dinheiro.   M: E para você, XXX?   P6: Para mim, é poder.  P5: Dinheiro e posse de bens.   P4: Dinheiro e saúde, né?   P3: Essa condição financeira, de você poder botar seu filho numa boa escola, e saúde, que é importante.   P2: Dinheiro e não trabalhar, né? Porque riqueza para mim é não trabalhar.  P1: Eu acho que é poder de influência. ","ctid:3005","01 Riqueza material","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P8: Olha, riqueza é uma coisa bem complicada, né? Você pode ser rico em saúde, você pode ser rico em dinheiro, você pode ser rico de alegria, pode ser rico de felicidade, porém o senso comum diz que a riqueza é aquela pessoa que tem o dinheiro, né? É confortável, tem uma casa boa, um plano de saúde legal. Você tem o teu dinheiro... Você consegue... Todas aquelas necessidades que você precisa e um pouquinho mais.","ctid:3003","02 Riqueza - definições IMateriais","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P7: Riqueza, eu atribuo ao financeiro mesmo, né?   M: A gente vai conversar a noite inteira. Vamos só dar, assim, umas duas palavras. Então para você é dinheiro?   P7: É, dinheiro.   M: E para você, XXX?   P6: Para mim, é poder.  P5: Dinheiro e posse de bens.   P4: Dinheiro e saúde, né?   P3: Essa condição financeira, de você poder botar seu filho numa boa escola, e saúde, que é importante.   P2: Dinheiro e não trabalhar, né? Porque riqueza para mim é não trabalhar.  P1: Eu acho que é poder de influência. ","ctid:3006","02 Riqueza - definições IMateriais","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P2: Isso. Eu acho que riqueza, na minha opinião, quando falam “Ah, a pessoa é rica”. Ela está com uma vida tranquila, ela pode estar só administrando, né? E vivendo uma vida tranquila sem o que a gente aqui, todos que estão aqui na mesa estão fazendo, trabalhando, se preocupando com contas, com tantas outras coisas.   M: O que é uma vida tranquila?   P2: Não ter tantas preocupações?  M: Preocupações com qual tipo de...   P2: Financeiro. Falo de riqueza financeira. ","ctid:3009","03 Quem é o rico","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P5: Eu concordo. Com riqueza você não vai ter preocupação de estar indo em busca da captação da renda. Você já tem a renda, você só vai administrar e procurar crescer mais ainda, porque geralmente o rico quer crescer mais ainda financeiramente.   P1: Mas isso não seria uma forma de estar trabalhando?   PN: Isso que eu ia falar.  P5: Não.  P1: Porque eu não vejo o rico tão... “Ah, estou à vontade. Estou lá...” //  P5: Ele tem uma fonte do acúmulo de riqueza.   P1: // Mas, assim, essa fonte, ele não tem que trabalhar dessa fonte para sempre...?   P5: Não.","ctid:3011","03 Quem é o rico","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P7: Posso dar uma opinião? Eu vou tentar melhorar o que minha amiga falou. Eu acho que o que a XXX quis dizer, eu entendi. Quando ela fala de trabalho, a gente fala da na nossa classe trabalhadora. Ela fala do trabalho, talvez, não só do trabalho CLT, trabalho como empregado, trabalho para alguém. O rico ele também trabalha, o rico que ela está falando. Mas é o rico que trabalha no seu próprio negócio. Ele trabalha mais até talvez do que os empregados, porém ele trabalha para manter ou para melhorar aquela coisa dele... //  P2: Para melhorar o patrimônio.","ctid:6220","03 Quem é o rico","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P8: Eu acredito que tem aquele rico que vem de berço que está ganhando dinheiro lá... Não precisa trabalhar muito. O playboy, né? O famoso playboy, que recebe aquele dinheiro, já tem de berço, ou seja, não precisa trabalhar tanto. Mas o rico, para mim, trabalha. Trabalha às vezes mais do que nós que somos mais pobres, porque o rico tem que se preocupar às vezes com muitas outras questões que nós não nos preocupamos. Claro que, nós pobres, a gente vai se preocupar com uma conta para pagar e ele se preocupa menos. Mas ele se preocupa com... Se ele tem uma empresa, se está perdendo, se vai ganhar, se tem que pagar o imposto, se aumentou o produto, se vai... Se comprou no mercado. Então eles têm outras preocupações que também são...   P1: E fora que ele tendo uma empresa ele tem milhares de famílias e pessoas que dependem do trabalho dele.   M: Tá. Então, talvez eles sejam tão preocupados quanto...   P1: É que o tipo de preocupação deles é diferente.   P8: É uma outra preocupação.   P2: Isso. A realidade é diferente.   P1: A gente se preocupa com o boleto a pagar no final do mês.   P8: Se o dinheiro vai chegar no dia certinho...","ctid:3022","03 Quem é o rico","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","M: E no cotidiano de vocês... A gente vivendo na cidade... Vocês acham que o rico é identificável?  P5: Em alguns locais sim.   M: E quais são os sinais que eles...  P5: Alguns locais da Zona Sul que tem os ricos de berço... Só de olhar para a cara deles, você já sabe. Eu não tenho dúvida, entendeu? Já lá na Barra, por exemplo, tem pessoas ricas, mas são pessoas emergentes. São pessoas que nasceram... Quando você olha uma pessoa da Barra e olha uma pessoa, por exemplo, deixa eu ver, do Leblon ou da Lagoa, você vê a diferença.   M: Você vê o que? Me fala as características que...  P1: De comportamento, né? Estilo de vestimenta... //  P5: Exatamente. Até a expressão corporal é diferente.  P1: // A forma de falar.   P5: Exatamente. ","ctid:3029","03 Quem é o rico","","00 Riqueza"
"Grupo 8 - Classe Média - Misto - Direta - 07-11-2024.docx","Olga","P1: Não sei se vocês já ouviram falar disso, mas a Barra é lugar de rico emergente... //  PN: Exatamente.  P1: // Já a Zona Sul...  M: Mas aí o rico emergente é como?   P1: É aquele rico que ficou rico... //  P5: Que enriqueceu.  P1: // Que enriqueceu.   M: Ele não nasceu...   PN: Ele virou...  P1: É bem aquele filme do Leandro Hassum, que ele fica rico na loteria. E aí ele vai procurar logo morar na Barra. Porque para ele status é estar na Barra.   P5: Mas há um certo preconceito do rico de berço com o rico emergente.  P1: Exatamente... O rico da Lagoa e do Leblon não casa muito com o rico da Barra.","ctid:3035","03 Quem é o rico","","00 Riqueza"
